"country","articles_2014","articles_2015","articles_2016","articles_2017","articles_2018","articles_speed","articles_acc","access_openacc_2014","access_openacc_2015","access_openacc_2016","access_openacc_2017","access_openacc_2018","access_openacc_speed","access_openacc_acc","access_other_2014","access_other_2015","access_other_2016","access_other_2017","access_other_2018","access_other_speed","access_other_acc","affiliation_collab_2014","affiliation_collab_2015","affiliation_collab_2016","affiliation_collab_2017","affiliation_collab_2018","affiliation_collab_speed","affiliation_collab_acc","affiliation_collab_mean_2014","affiliation_collab_mean_2015","affiliation_collab_mean_2016","affiliation_collab_mean_2017","affiliation_collab_mean_2018","affiliation_collab_mean_speed","affiliation_collab_mean_acc","affiliation_collab_stdv_2014","affiliation_collab_stdv_2015","affiliation_collab_stdv_2016","affiliation_collab_stdv_2017","affiliation_collab_stdv_2018","affiliation_collab_stdv_speed","affiliation_collab_stdv_acc","affiliation_collab_med_2014","affiliation_collab_med_2015","affiliation_collab_med_2016","affiliation_collab_med_2017","affiliation_collab_med_2018","affiliation_collab_med_speed","affiliation_collab_med_acc","art_per_auth_mean_2014","art_per_auth_mean_2015","art_per_auth_mean_2016","art_per_auth_mean_2017","art_per_auth_mean_2018","art_per_auth_mean_speed","art_per_auth_mean_acc","art_per_auth_stdv_2014","art_per_auth_stdv_2015","art_per_auth_stdv_2016","art_per_auth_stdv_2017","art_per_auth_stdv_2018","art_per_auth_stdv_speed","art_per_auth_stdv_acc","art_per_auth_med_2014","art_per_auth_med_2015","art_per_auth_med_2016","art_per_auth_med_2017","art_per_auth_med_2018","art_per_auth_med_speed","art_per_auth_med_acc","collab_national_2014","collab_national_2015","collab_national_2016","collab_national_2017","collab_national_2018","collab_national_speed","collab_national_acc","collab_internat_2014","collab_internat_2015","collab_internat_2016","collab_internat_2017","collab_internat_2018","collab_internat_speed","collab_internat_acc","doctype_art_2014","doctype_art_2015","doctype_art_2016","doctype_art_2017","doctype_art_2018","doctype_art_speed","doctype_art_acc","doctype_confer_2014","doctype_confer_2015","doctype_confer_2016","doctype_confer_2017","doctype_confer_2018","doctype_confer_speed","doctype_confer_acc","doctype_other_2014","doctype_other_2015","doctype_other_2016","doctype_other_2017","doctype_other_2018","doctype_other_speed","doctype_other_acc","funding_mean_2014","funding_mean_2015","funding_mean_2016","funding_mean_2017","funding_mean_2018","funding_mean_speed","funding_mean_acc","funding_stdv_2014","funding_stdv_2015","funding_stdv_2016","funding_stdv_2017","funding_stdv_2018","funding_stdv_speed","funding_stdv_acc","funding_med_2014","funding_med_2015","funding_med_2016","funding_med_2017","funding_med_2018","funding_med_speed","funding_med_acc","subarea_science_2014","subarea_science_2015","subarea_science_2016","subarea_science_2017","subarea_science_2018","subarea_science_speed","subarea_science_acc","subarea_health_2014","subarea_health_2015","subarea_health_2016","subarea_health_2017","subarea_health_2018","subarea_health_speed","subarea_health_acc","subarea_social_2014","subarea_social_2015","subarea_social_2016","subarea_social_2017","subarea_social_2018","subarea_social_speed","subarea_social_acc","cites_2014","cites_2015","cites_2016","cites_2017","cites_2018","cites_speed","cites_acc","cites_per_auth_2014","cites_per_auth_2015","cites_per_auth_2016","cites_per_auth_2017","cites_per_auth_2018","cites_per_auth_speed","cites_per_auth_acc","class"
"Italy",659,707,680,744,803,4.031779219,0.215448083,101,105,113,159,154,8.802749267,1.323237162,558,602,567,585,649,3.067584872,1.01828876,814,996,946,1122,1262,9.16589759,-3.293668,5.119496855,6.264150943,5.949685535,7.056603774,7.937106918,-8.396301219,2.393196664,11.48271391,12.23786034,11.20962445,12.21549404,14.8506001,-5.013888684,-3.857843069,2,3,3,4,4,-12.94494367,11.11111111,8.39375,9.15625,7.84375,8.4125,10.13125,3.834434125,3.782255468,5.587606316,6.612877541,4.885541337,6.343805477,7.580280504,-5.9176613,-0.26919005,6.5,7,6,6,8,-4.067740419,-5.952380952,659,702,679,742,800,3.953930457,0.430557885,358,441,560,677,698,14.28638065,-6.694145769,360,369,395,419,451,4.610386874,1.712410501,229,253,194,181,222,-0.61896888,4.057194786,70,85,91,144,130,13.17983656,-10.38359788,9.037974684,8.75862069,8.752941176,5.5125,6.01875,-7.809316084,4.091521666,63.50357209,66.10737663,65.14030752,44.71699795,40.87601623,9.210882982,4.445137975,1,1,1,1,1,0,0,905,1018,915,964,1089,-3.633931789,-0.126074702,170,204,160,205,249,7.931965319,0.487804878,127,129,165,175,188,8.161032821,1.951256093,6183,6653,5420,4701,2558,-16.18142778,-17.72917782,7.886479592,7.509029345,5.705263158,4.340720222,1.946727549,-24.40650967,-16.78864225,"B"
"Germany",3933,3947,4222,4189,4350,2.035914711,1.162479003,1371,1474,1597,1539,1607,3.227565323,-1.223121675,2562,2473,2625,2650,2743,1.374642679,2.327760839,7710,8660,10874,9612,11061,7.485035159,0.917748728,48.49056604,54.46540881,68.38993711,60.45283019,69.56603774,-6.963792818,-0.710034821,69.02447446,70.50476058,81.72498742,81.24191863,85.29305612,-4.14431246,-0.883371244,35,41,52,44,52,-7.612558531,-0.250156348,27.5,26.475,39.675,31.1,32.3875,3.325840432,2.62238137,5.330581051,7.534365711,4.631787897,3.003561827,2.817259251,13.60293388,11.95422388,27,25,39,31,32,-3.340897753,-3.708333333,3923,3934,4205,4160,4327,1.979697035,1.244675141,5355,6469,7417,7160,7978,8.299614658,-3.126135619,3100,3051,3270,3180,3334,1.466056168,2.141137486,256,264,307,354,352,6.576275664,-1.229990584,577,632,645,655,664,2.848616315,-2.719338863,30.55,30.28125,37.3375,37.68125,46.825,8.916409046,8.381917613,215.3019176,226.1938327,238.9311863,213.0592787,178.7450505,3.79173568,8.004201378,7,6,11,12.5,24.5,-22.16294584,-21.88208617,3210,3229,3222,3177,3387,-1.067731577,-1.87058656,2444,2285,2661,2560,2567,0.98687502,2.259721938,816,804,837,904,951,3.109355356,2.223234427,85927,67938,58287,34285,15388,-29.10583272,-11.39406194,20.91699124,16.71291513,13.65354884,7.929000925,3.370865279,-30.58578186,-12.46267609,"B"
"United States",4778,4818,5088,5086,5340,2.248988945,1.385643697,1353,1504,1741,1596,1515,2.287594932,-2.055427625,3425,3314,3347,3490,3825,2.233722092,4.279909927,17683,23161,25528,20072,23449,5.806823406,-4.718158083,111.2138365,145.6666667,160.5534591,126.2389937,147.4779874,-5.488136983,3.08345383,24.76404212,27.6905748,31.79934077,31.99020007,31.37358328,-4.621281705,4.178032416,106,138,152,116,138,-5.139511723,2.415458937,87.70625,117.5625,126.70625,94.61875,116.8125,5.898974673,-3.528404664,5.037715459,4.477318801,4.026011143,3.09162365,2.743058707,12.92749805,0.063606101,85,116,128,94,116,-6.029359435,2.586206897,4771,4811,5084,5067,5288,2.078999784,1.174385501,7130,9043,10685,9286,10617,8.288529807,-4.165629801,3384,3355,3586,3558,3754,2.096953392,2.121895585,564,547,556,559,581,0.595697369,2.316594561,830,916,946,969,1005,3.90048956,-2.215425168,40.14375,43.3,60.1625,64.65625,81.91875,15.33286366,6.278839581,233.752351,246.9335154,252.0612356,232.495406,197.6496478,3.412250263,7.656001315,11,13,26,36,50.5,-26.27406969,-4.442751968,4763,4484,4926,4666,5317,-2.176593033,-6.155289859,2050,2153,2173,2230,2106,0.540467697,-3.528309453,986,1045,1180,1195,1332,6.200231142,1.826887442,115393,92504,74240,46734,20774,-29.0310904,-11.90424368,24.72000857,20.46548673,15.74883326,9.594333812,4.134952229,-30.06664303,-13.23043349,"B"
"India",2656,2648,2647,2877,3103,3.159859264,2.718869918,339,436,356,479,546,10.00149534,-6.919388129,2317,2212,2291,2398,2557,1.990786029,3.720749164,1554,1569,1749,8784,23100,71.56638206,54.00429704,9.773584906,9.867924528,11,55.24528302,145.2830189,-41.71352289,-20.33933434,12.50464447,13.46449302,12.10659408,8.451437584,6.888930835,12.66367275,9.93671679,6,6,8,53,143,-46.96494268,-20.97902098,11.2125,11.13125,10.44375,52.10625,142.01875,66.16082734,57.76023767,5.498298765,4.812355528,4.862572856,0.981571548,0.176331413,98.96639413,147.4697001,9,9.5,9,52,142,-42.40419761,-19.3723746,2656,2647,2644,2876,3097,3.11993413,2.674379716,993,1092,1204,3440,7808,51.04908932,39.00231856,1853,1875,1853,1962,2157,3.084874173,2.917191341,604,608,586,660,714,3.402789438,2.506522175,199,165,208,255,232,3.116219355,2.688606431,18.79375,18.5625,21.16875,38.75625,72.88125,31.13555947,29.76025891,162.7099552,164.6444497,157.4720589,148.2246191,118.6681527,6.516279539,8.693925143,2,2,3,23.5,61.5,-49.59994899,-20.59620596,4384,4523,4429,4830,5478,-4.357767817,-2.918651068,192,176,166,153,164,-3.103403238,5.174291939,165,138,143,118,164,-0.121507042,18.44889574,31489,26740,21032,14512,7670,-24.6076468,-10.68857717,12.25252918,10.00374111,8.03054601,4.944463373,2.53553719,-27.02588313,-10.12200154,"B"
"Norway",2742,2739,2891,3033,3134,2.708481482,1.146481819,1102,1249,1406,1410,1464,5.845377565,-3.336448891,1640,1490,1485,1623,1670,0.363205691,4.014071102,17604,22548,24773,20201,23629,6.063705667,-3.705023095,110.7169811,141.8113208,155.8050314,127.0503145,148.6100629,-5.71704112,2.472986694,42.81489923,44.37686274,49.99132558,57.6267781,57.9982444,-5.889947501,0.959763832,104,136,145,121,139,-5.636572344,3.526590492,87.5875,116.80625,125.2,93.5375,115.275,5.647348092,-3.373385045,5.253794675,5.110719866,5.337419818,8.666343124,4.530747505,3.005555177,29.49297847,85,114,123,92,114,-5.701927664,2.046783626,2741,2736,2890,3023,3125,2.656912242,1.185515611,8375,10212,11755,11139,12100,7.6366347,-4.435660998,2127,2146,2256,2322,2459,2.943328842,1.668936406,181,154,177,177,176,-0.558694191,4.784051773,434,439,458,534,499,2.830551075,-2.568793616,26.05,28.55,43.43125,46.95625,64.86875,20.01777201,9.516760839,162.2156264,163.5919067,167.7565105,158.2357666,127.6605721,4.907655232,8.263890223,10,10,19.5,27,35,-22.16294584,-7.619047619,2396,2324,2417,2482,2728,-2.561971183,-4.03856734,1189,1296,1446,1507,1462,4.220488296,-3.995074662,764,687,703,705,720,-1.179322375,4.068731202,62254,60267,47075,29566,12257,-27.74907943,-18.45061153,24.11076685,22.52130045,16.92736426,10.3558669,4.290164508,-29.19684922,-17.32675574,"B"
"India",1889,1918,2072,2532,2636,6.891381383,0.85740705,133,160,198,237,209,9.460878422,-5.39777564,1756,1758,1874,2295,2427,6.686398109,1.879246257,903,916,1050,1176,1247,6.668390128,1.53258978,5.679245283,5.761006289,6.603773585,7.396226415,7.842767296,-6.251514736,-1.424816941,4.859182557,5.560324095,5.672517433,7.097886,7.009518475,-7.065919537,4.623467752,4,4,4,5,5,-4.364750021,0,10.49375,9.84375,10.78125,13.2625,13.51875,5.19646949,2.708767561,7.054145376,7.524840937,9.628751413,12.47764668,18.0620774,-17.14182923,-8.220921376,8,8,8,9,9,-2.328131614,0,1886,1917,2069,2529,2630,6.876644939,0.78332768,552,530,617,655,727,5.66205833,4.992624553,1232,1244,1390,1590,1594,5.287186812,-0.240817882,531,486,518,728,815,8.946333131,6.808375241,126,188,164,214,227,12.49444111,-14.37719428,13.74496644,15.73880597,14.9125,18.56875,19.7625,7.532474514,-2.692383185,129.3264335,139.7146355,133.6164316,154.0117459,135.2155273,-0.886651926,7.112077283,1,1,1,2,3,-19.72584382,-11.11111111,3261,3275,3715,4681,4884,-7.760905964,-1.242982747,68,118,111,118,134,14.52997796,-19.99002991,180,194,190,234,228,4.841317128,-3.447293447,22219,18074,15791,11620,5799,-23.55911263,-10.47981979,14.27956298,10.56341321,8.719491993,5.494089835,2.593470483,-28.90594618,-8.923670645,"B"
"United Kingdom",2311,2334,2339,2241,2036,-2.502031736,-3.380980692,797,823,875,845,794,-0.075395914,-4.136645098,1514,1511,1464,1396,1242,-3.883235266,-3.611122677,3630,3725,4682,4794,3866,1.267722984,-7.324870045,22.83018868,23.42767296,29.44654088,30.1509434,24.31446541,-1.251852957,8.851491405,24.90112283,22.8419055,24.70116274,23.42026297,22.66462653,1.899973883,-1.893698444,14,17,22,24,17,-3.808693641,19.60784314,9.35625,9.74375,10.4125,12.4125,8.66875,-1.514808855,-11.43424815,4.815262521,7.47847803,5.389703087,3.106875111,4.698081871,0.493940932,0.580815314,8,8,8,12,7,2.706608709,23.80952381,2311,2332,2334,2238,2032,-2.540371492,-3.371114847,2729,3041,4166,4478,3390,4.433355539,-11.90977341,1666,1730,1683,1645,1485,-2.273962154,-4.522660128,193,171,190,175,169,-2.620872478,2.656797434,452,433,466,421,382,-3.309237379,-1.686706045,17.2375,16.54375,19.2625,21.38125,20.1875,3.209970067,-0.519502423,120.0906622,124.8515016,118.883987,106.7510401,72.17529216,10.71950558,17.23948096,3,3,5,7,7,-15.58791202,0,2083,2288,2245,2183,1936,1.474468064,7.239351558,1062,1004,942,880,841,-4.559150596,0.343191805,612,602,584,573,513,-3.467581154,-2.945739087,51596,36087,37765,24126,6953,-33.02522874,-13.70731251,26.31106578,19.18500797,20.34752155,12.97794513,3.805692392,-32.0704014,-14.53060413,"B"
"Netherlands",2526,2549,2568,2549,2715,1.453561526,1.867275768,393,490,652,803,996,20.44072403,-6.056525352,2133,2059,1916,1746,1719,-4.223931836,0.640966775,2871,3134,3255,3425,3728,5.363100547,-0.104618634,18.05660377,19.71069182,20.47169811,21.5408805,23.44654088,-5.090112686,0.088049707,42.31441166,39.19560585,40.66750193,40.4007993,41.52742693,0.376178389,-3.556667204,9,10,10,11,11,-3.933943163,3.333333333,11.1875,11.56875,10.9875,10.93125,11.1625,-0.04473274,-0.430775554,4.669164875,4.212323751,4.161802192,4.959105563,4.613198866,0.241465351,-1.115716936,10,10,10,9,9,2.12956876,0,2524,2545,2566,2543,2704,1.387278904,1.833030772,2192,2271,2481,2494,2913,5.852223952,4.398768724,1578,1632,1653,1617,1806,2.735880975,2.755419485,676,589,591,599,549,-4.076475032,1.507525692,272,328,324,333,360,5.766155719,-4.160042395,17.55625,17.325,18.54375,19.425,20.6375,3.286857909,2.519716991,155.894931,160.2223514,158.088338,140.6720862,121.8955882,5.04340749,6.034879837,2,2,2,4,4,-12.94494367,0,3754,3801,3818,3659,4003,-1.276229075,-2.452346043,458,510,513,602,613,6.003205726,-3.175489755,519,593,573,580,632,4.018346078,-1.764223861,43680,31821,25908,15413,6612,-31.44959215,-9.983807702,20.42075736,14.78671004,11.33829322,6.880803571,2.796954315,-32.80720518,-10.58717867,"B"
"Italy",622,687,691,784,717,2.883505703,-6.33202638,264,289,300,352,306,2.996744996,-6.005205112,358,398,391,432,411,2.799679119,-5.344765156,15570,15810,19131,23462,26367,11.11032587,3.613432606,97.9245283,99.43396226,120.3207547,147.5597484,165.8301887,-9.999363952,-3.166511088,27.21283836,25.23447719,24.66158822,36.08842712,27.75371056,-0.392840049,7.397028542,91,92,110,129,152,-9.751589658,-4.681540809,85.73125,87.15,107.60625,125.64375,147.6875,11.49128388,5.296588091,9.901224037,8.369756878,8.819715533,9.849398586,8.220382323,3.790923015,0.506388078,81,82,103,123,145,-10.99315575,-4.650967199,622,687,691,784,717,2.883505703,-6.33202638,4877,5018,6016,7580,8238,11.05389787,1.929872398,525,590,569,657,605,2.877218634,-6.76523882,61,37,45,40,48,-4.680384796,19.78142077,36,60,77,87,64,12.19551454,-31.03448276,12.425,16.43125,22.58125,40.35,62.81875,38.27974774,7.813724561,32.76513525,38.58252967,38.47444171,41.23993302,43.14898453,-5.357048168,3.551156242,9,10.5,14,31.5,44.5,-27.35988891,-4.975922953,847,909,907,949,868,-0.488622736,5.384159768,37,33,31,38,33,-2.26222611,-0.782361309,75,116,144,182,176,18.60152707,-19.32112332,16125,16803,9279,13345,4621,-22.11617917,-23.19248332,41.88311688,42.32493703,22.68704156,27.06896552,10.1784141,-24.64219771,-21.15103462,"B"
"New Zealand",2789,2807,2947,2969,3156,2.503264295,1.884341454,695,760,823,889,912,5.584947119,-1.01803367,2094,2047,2124,2080,2244,1.393294627,3.376374501,3330,3773,4173,4807,5003,8.481892721,-3.075305387,20.94339623,23.72955975,26.24528302,30.2327044,31.46540881,-7.818717491,2.607890165,24.6076157,27.12574692,28.51642143,28.74047888,35.98307969,-7.318246679,-3.614872789,13,16,17,21,21,-9.145841238,6.25,10.4375,10.275,11.0875,14.38125,11.5875,2.112439495,-5.956483383,3.879777436,4.394035408,4.285983445,3.583455826,4.500716225,-2.925528149,-2.892258094,9,9,10,14,10,-2.085163764,13.33333333,2785,2804,2941,2954,3149,2.487167922,1.972997492,3052,3831,4167,4774,4744,9.222479204,-8.717550083,2018,2108,2149,2140,2285,2.516320108,0.771946562,232,207,245,266,297,5.063942334,7.476665802,539,492,553,563,574,1.266226115,3.557890135,19.975,19.73125,22.2125,27.9875,28.76875,7.568928063,1.337233362,165.5381903,170.9247406,178.0117439,158.6620945,137.9251562,3.717238193,6.062112466,3,3,4,9,10,-21.39969144,-3.333333333,1825,1967,1921,1974,1972,-1.537424466,2.440178427,1687,1638,1758,1798,1982,3.275596846,4.379385732,837,845,946,955,1036,4.35826724,2.508626963,47341,45743,33127,21314,8228,-29.52884798,-19.34025192,18.49257813,17.04919866,12.06812386,7.579658606,2.813953488,-31.37791799,-18.35658284,"B"
"Austria",3165,3220,3407,3602,3598,2.59766785,-0.61626871,983,1049,1195,1323,1470,8.380902568,-2.275063268,2182,2171,2212,2279,2128,-0.499932476,-2.040529459,4407,3613,4454,4519,4764,1.570067358,7.812781636,27.71698113,22.72327044,28.01257862,28.42138365,29.96226415,-1.545797299,-9.039644754,22.05176077,22.13820569,21.77473493,26.82559321,24.38947864,-1.995018482,3.45962054,21,17,22,21,23,-1.802983763,-10.74168798,21.6375,10.30625,11.74375,16.84375,11.15625,-12.40844601,6.200779771,7.053691214,4.211390477,3.440869561,3.65414708,5.265942401,6.020065422,-32.69956954,26,9,11,17,9,23.63634783,-33.33333333,3139,3204,3374,3570,3564,2.572106811,-0.746263462,4756,4701,5602,5616,5994,4.735757608,2.629067736,2374,2419,2562,2603,2627,2.045973149,-0.3245073,287,260,283,299,271,-1.140711875,0.014372337,504,541,562,700,700,6.790716585,-2.447089947,23.7,23.69375,26.80625,29.5125,31.01875,5.52981804,1.710046966,174.7154668,182.7303404,188.6322333,182.7573567,151.9824333,2.827100993,8.211725312,4,4,5,6,8.5,-13.99410628,-9.803921569,3708,3698,3840,3982,4132,-2.142102067,-1.300206578,556,592,583,646,634,2.660386094,-2.777468428,1096,1096,1179,1365,1274,3.055642387,-2.222222222,55463,43754,38983,21505,10918,-27.75164776,-9.373013329,19.59823322,15.62642857,13.09472623,7.039279869,3.450695322,-29.34580726,-10.23776361,"B"
"Mexico",641,739,814,1079,1180,12.98083902,-1.976030848,140,208,214,295,361,20.8581197,-13.07030319,501,531,600,784,819,10.32888653,-0.507912746,617,685,833,1149,1472,18.99385357,5.696777175,3.880503145,4.308176101,5.238993711,7.226415094,9.257861635,-15.96204593,-4.005309161,4.663845292,4.563129181,4.513634926,7.87876856,11.25381164,-16.15273543,-10.73246464,2,3,4,5,6,-19.72584382,5.555555556,4.3625,4.55,4.91875,6.7375,6.91875,9.662575067,-0.535942431,2.327001742,2.776360225,2.522781421,4.532881267,4.957646879,-14.03845279,2.539092464,4,3,4,5,5,-4.364750021,-11.11111111,632,727,800,1058,1170,13.10811291,-1.481878076,404,551,754,889,1134,22.92673251,-2.942361165,418,482,527,701,750,12.40276545,-2.773663506,163,158,155,152,195,3.650022664,10.45231945,60,99,132,226,235,31.39635637,-20.33923304,8.413793103,8.414141414,7.875,7.9125,9.08125,1.53850403,4.922264104,55.75956519,59.15872977,61.70975196,64.21410604,60.90976643,-1.751373239,3.723604234,1,1,1,1,2,-12.94494367,-16.66666667,781,906,1045,1493,1572,-13.05598364,2.9238214,117,142,154,217,290,19.90641741,4.091010543,176,199,312,360,346,14.47553614,-5.652356902,6183,6653,5420,4701,2558,-16.18142778,-17.72917782,7.886479592,7.509029345,5.705263158,4.340720222,1.946727549,-24.40650967,-16.78864225,"B"
"Netherlands",5132,5334,5323,5621,5613,1.807946789,-1.359470242,1705,1995,2212,2532,2560,8.468370629,-5.717040361,3427,3339,3111,3089,3053,-2.284706691,0.46747263,11688,13744,15264,15674,17300,8.158630606,-2.405607919,73.50943396,86.44025157,96,98.57861635,108.8050314,-7.54320812,1.853470339,119.8349534,122.5962082,123.1696371,131.7523753,139.596819,-3.006730763,-1.122346789,39,51,56,56,67,-10.25754192,2.370500439,23.30625,25.70625,27.6,24.51875,23.35,0.037515419,-5.021475689,18.955425,20.09273997,21.5876741,16.09014382,10.46118913,12.62388242,19.82276974,18,20.5,22,19,20,-2.085163764,2.398373984,5125,5318,5308,5598,5590,1.752148382,-1.302920613,7259,9022,9959,10919,11651,9.925204231,-5.861060424,3786,4067,4010,4061,4143,1.818539868,-1.800958087,492,469,489,559,553,2.365121373,1.20048383,854,798,824,1001,917,1.433705944,-0.611410447,38.99375,39.4625,42.80625,49.11875,56.91875,7.857927293,4.892589071,317.2113256,328.4132595,333.6739737,326.6473561,263.0602909,3.814658046,9.194325421,7,6,8.5,14,22,-20.46925113,-17.67676768,2393,2334,2353,2366,2402,-0.075050118,-1.342200076,4031,4377,4375,4518,4592,2.640277196,-2.315195057,1593,1527,1472,1609,1717,1.510485258,3.618456602,129623,114627,86861,58782,21413,-30.24118579,-17.33441581,27.4392464,23.36941896,17.2343254,11.32601156,3.980851459,-32.02945399,-16.67333106,"B"
"Italy",6092,6079,6456,6679,6813,2.262333568,0.739894327,1576,1579,1864,2066,1968,4.542715372,0.605311012,4516,4500,4592,4613,4845,1.416348482,1.794520319,26384,29396,34457,34809,38693,7.958875678,-0.085991954,165.9371069,184.8805031,216.7106918,218.9245283,243.3522013,-7.372136499,0.069433548,61.73644324,58.47052322,69.42351642,77.05805367,81.86157955,-5.486837132,-3.817815795,152,167,195,205,223,-7.379366957,0.303429016,100.8625,124.13125,136.65,129.95,156.09375,9.126733885,-0.98381949,17.02254794,17.79588034,23.28661991,20.56369152,25.91320706,-8.06080854,-5.432801176,95,119,129,122,147,-8.360807403,1.053754835,6076,6056,6440,6654,6784,2.228882834,0.760958659,13979,15048,18732,19560,21530,9.021859453,0.80812986,4255,4188,4534,4597,4754,2.242608865,1.663296308,852,830,830,826,727,-3.123383292,-3.13443751,985,1061,1092,1256,1332,6.22178589,-0.554926876,52.48125,58.3125,77.15625,92.1875,126.7625,19.28815597,8.797991212,400.1808078,406.3539707,423.6074566,410.6109298,351.7701953,2.612304993,6.082065702,13.5,20,35.5,46,84.5,-30.70603507,-4.354043393,6387,6440,6826,6807,7215,-2.408472382,-1.610634763,2443,2413,2504,2663,2678,1.853843312,0.597090955,955,1071,1310,1467,1441,8.575570962,-4.639640443,113363,96918,88357,52446,24980,-26.10344018,-12.62118666,20.10695282,17.14149275,15.47137104,8.866610313,4.168891856,-26.99798056,-12.74456427,"B"
"United Kingdom",2564,2665,2712,2829,2890,2.42263966,-0.594306204,605,761,830,897,893,8.098387799,-7.876295004,1959,1904,1882,1932,1997,0.384977451,2.057314703,2911,3375,4175,4125,4459,8.90280184,-2.614189993,18.3081761,21.22641509,26.25786164,25.94339623,28.04402516,-8.17499797,2.085893144,13.99816882,15.45549942,17.02797915,17.68223212,19.81220245,-6.711589387,-0.440532042,13,16,20,19,20,-8.254943739,4.583333333,10.7125,11.9375,11.55,11.35625,12.44375,3.04148014,-0.619671554,5.489140222,5.653170202,5.172253016,5.622670727,4.196055163,5.519476329,12.30017603,9,10,10,10,11,-3.933943163,0.303030303,2532,2632,2672,2770,2837,2.300822837,-0.510224838,3040,3501,3974,4535,4496,8.141040471,-5.341483878,1795,1875,1872,1928,2049,2.682279465,0.606369699,307,319,296,291,279,-1.894542912,-2.677502043,462,471,544,610,562,3.996534633,-3.272301469,18.5875,19,20.80625,22.475,26.3,7.188193946,4.933225515,136.0841576,140.9889598,138.6735226,140.629982,111.4220149,4.080006888,9.897558684,3,3,4,6,11,-22.8837835,-15.15151515,2537,2777,2851,2804,2974,-3.128527655,0.97540425,873,924,996,1003,1123,5.16545436,2.040727759,828,744,756,811,822,-0.145349452,3.83375924,46223,43315,34504,23125,8876,-28.10944558,-18.442019,21.52911039,19.52885482,14.82767512,9.57160596,3.571830986,-30.18110627,-17.79737328,"B"
"United States",7882,8107,8432,9085,9427,3.644775533,0.303280487,2077,2336,2634,2810,2794,6.110407176,-2.901820544,5805,5771,5798,6275,6633,2.702627524,2.096960421,16489,16800,21634,24459,28107,11.25615204,4.342883139,103.7044025,105.6603774,136.0628931,153.8301887,176.7735849,-10.11732999,-3.709260911,60.01060597,64.97709725,62.4546099,76.94015491,76.97804426,-4.858010679,2.531409335,95,94,127,142,165,-10.45364094,-5.001074576,83.25,84.53125,108.05,122.7625,146.5875,11.98053529,5.956117761,7.84680362,5.039369376,4.78440864,3.970785611,3.308817076,18.85131879,-11.90127728,78,82,109,122,145,-11.66245611,-3.661340062,7877,8098,8414,9058,9381,3.55657019,0.253423975,8383,9044,11216,12373,13997,10.79676986,1.746782741,5824,6034,6320,6587,7001,3.749913254,0.893112599,648,659,662,724,688,1.205167146,-2.223302185,1410,1414,1450,1774,1738,4.271622629,-0.771000077,59.15625,64.35625,75.10625,94.25625,116.71875,14.55867937,5.013676981,422.9136217,435.0945874,447.878979,432.0047933,360.5496358,3.242217134,7.539336683,13,19,29,44,76,-29.75329597,-3.50877193,7914,8301,8590,8916,9391,-3.36446818,-0.131981794,3624,3579,3786,4221,4385,3.885822297,1.709019028,1563,1495,1555,1624,1737,2.13348898,3.769578628,140102,116584,93428,61250,26882,-28.12076467,-13.10822634,17.37806996,13.90553435,11.12635465,6.814641745,2.849480602,-30.34491401,-12.73454057,"B"
"United States",1561,1612,1602,1737,1722,1.982592697,-1.376898103,493,492,523,498,473,-0.824854959,-0.220239367,1068,1120,1079,1239,1249,3.180644701,-1.353937119,2890,3191,3742,3721,3410,3.364475976,-6.257731067,18.17610063,20.06918239,23.53459119,23.40251572,21.44654088,-3.254963511,6.184338099,27.56684272,28.01945967,28.50955422,31.53642048,33.04037572,-3.557510988,-0.978834817,11,13,15,16,14,-4.708770631,9.89010989,7.49375,8.46875,8.00625,9.2125,7.91875,1.10938909,-9.018087212,4.501567686,4.816013481,4.130720733,3.605355032,3.765069303,3.637794442,0.762390327,6,7,7,8,7,-3.03597339,9.523809524,1556,1605,1593,1714,1705,1.845761123,-1.224729257,1050,1373,1714,1895,1545,8.030860883,-16.41052058,1121,1103,1124,1188,1213,1.590018089,1.236695431,162,157,163,190,166,0.489020886,-3.181719731,278,352,315,359,343,4.291728366,-10.35850985,12.1125,11.80625,14.275,16.54375,17.26875,7.350833915,2.30356646,76.74010599,82.87738134,79.37950799,77.56578436,63.16542342,3.9701323,10.06770052,2,2,4,6,6,-19.72584382,0,1394,1486,1450,1571,1587,-2.560023757,1.727641845,719,667,759,763,732,0.359026085,1.05645249,457,543,472,545,535,3.201858044,-6.884414376,43727,41735,30713,18889,6925,-30.82741287,-19.59430439,23.63621622,21.90813648,15.66989796,9.182790472,3.313397129,-32.4945079,-18.86872178,"B"
